タイトル,巻数,著者・編者,出版年,出版機関・出版社
伊勢山中学校遺跡,2,名古屋市見晴台考古資料館,19850331,名古屋市
守山区吉根吉根地区埋蔵文化財発掘調査報告書,,名古屋市教育委員会,19860000,名古屋市
天白元屋敷遺跡第2次発掘調査報告書,,名古屋市見晴台考古資料館,19860300,名古屋市
白川公園遺跡発掘調査概要報告書,第1次,名古屋市教育委員会,19860300,名古屋市
NN-286号窯跡発掘調査概要報告書,,名古屋市教育委員会,19860300,名古屋市
正木町遺跡発掘調査概要報告書,第1次,名古屋市見晴台考古資料館,19860320,名古屋市
竪三蔵通遺跡発掘調査概要報告書,第3次,名古屋市見晴台考古資料館,19860331,名古屋市
尾張元興寺跡第4次発掘調査報告書,,荒木集成館,19860331,名古屋市
高蔵遺跡五本松町発掘調査概要報告書,,荒木集成館,19860600,名古屋市
片山神社遺跡発掘調査概要報告書,,名古屋市見晴台考古資料館,19870228,名古屋市
白鳥古墳第2次発掘調査報告書,,名古屋市見晴台考古資料館,19870300,名古屋市
竪三蔵通遺跡発掘調査概要報告書,第5次,名古屋市見晴台考古資料館,19870331,名古屋市
竪三蔵通遺跡発掘調査概要報告書,第4次,名古屋市見晴台考古資料館,19870331,名古屋市
竪三蔵通遺跡発掘調査概要報告書,第6次,名古屋市見晴台考古資料館,19870331,名古屋市
白川公園遺跡発掘調査概要報告書,第2次,名古屋市教育委員会,19870331,名古屋市
伊勢山中学校遺跡第3次発掘調査概要報告書,,名古屋市見晴台考古資料館,19870331,名古屋市
瑞穂遺跡,第4次,名古屋市見晴台考古資料館,19870331,名古屋市
高蔵遺跡五本松町第2・3次発掘調査概要報告書,,荒木集成館,19870800,名古屋市
竪三蔵通遺跡 ,第2次調査の概要,名古屋市見晴台考古資料館,19880000,名古屋市
正木町遺跡第2次発掘調査概報,,名古屋市見晴台考古資料館,19880229,名古屋市
見晴台遺跡発掘調査の記録,第25次,名古屋市見晴台考古資料館,19880229,名古屋市
竪三蔵通遺跡　,第7次調査の概要,名古屋市見晴台考古資料館,19880331,名古屋市
高蔵遺跡発掘調査報告書,第3次,名古屋市見晴台考古資料館,19880331,名古屋市
神ノ倉東部土地区画整理内古窯跡発掘調査報告書,,名古屋市見晴台考古資料館,19880331,名古屋市
菩薩遺跡発掘調査概要報告書,,名古屋市見晴台考古資料館,19880331,名古屋市
貴生町遺跡発掘調査概要報告書,第1次・第2次,名古屋市見晴台考古資料館,19880900,名古屋市
伊勢山中学校遺跡,第4次調査概報,名古屋市見晴台考古資料館,19890000,名古屋市
伊勢山中学校遺跡,第5次発掘調査の概要,名古屋市見晴台考古資料館,19890000,名古屋市
古渡城跡発掘調査の概要,,名古屋市見晴台考古資料館,19890000,名古屋市
正木町遺跡第3次調査概報 ; 正木町遺跡第2次発掘調査概報,,名古屋市見晴台考古資料館,19890000,名古屋市
東古渡町遺跡,第1次,名古屋市見晴台考古資料館,19890000,名古屋市
東古渡町遺跡,第5次,名古屋市見晴台考古資料館,19890000,名古屋市
NN-259号窯跡発掘調査報告書,,名古屋市見晴台考古資料館,19890300,名古屋市
ドンドン塚発掘調査の記録,,名古屋市教育委員会,19890300,名古屋市
若葉通遺跡,,名古屋市見晴台考古資料館,19890300,名古屋市
大喜遺跡,,名古屋市見晴台考古資料館,19890300,名古屋市
茶臼山古墳,,名古屋市見晴台考古資料館,19890300,名古屋市
熱田神宮内遺跡発掘調査概要報告書,,名古屋市見晴台考古資料館,19890300,名古屋市
竪三蔵通遺跡　,第8次・9次調査の概要,名古屋市見晴台考古資料館,19890331,名古屋市
名古屋城三の丸遺跡,,名古屋市見晴台考古資料館,19890331,名古屋市
名古屋市高蔵遺跡沢上2丁目501発掘調査報告書,,荒木集成館,19890700,名古屋市
"笹ケ根1・5号墳, 山沖塚, 越水古墳の発掘調査報告書",,名古屋市見晴台考古資料館,19900000,名古屋市
東古渡町遺跡,第2次,名古屋市見晴台考古資料館,19900000,名古屋市
貴生町遺跡,第3〜5次,名古屋市見晴台考古資料館,19900300,名古屋市
高蔵遺跡,第4次,名古屋市見晴台考古資料館,19900300,名古屋市
NN258号窯,,名古屋市見晴台考古資料館,19900300,名古屋市
見晴台遺跡発掘調査の記録,第27次,名古屋市見晴台考古資料館,19900331,名古屋市
見晴台遺跡発掘調査の記録,第28次,名古屋市見晴台考古資料館,19900331,名古屋市
鳴海城跡・城遺跡発掘調査の概要,,名古屋市見晴台考古資料館,19910220,名古屋市
揚羽町古窯群発掘調査報告書,,名古屋市見晴台考古資料館,19910228,名古屋市
鳴海城跡発掘調査概要報告書,第1次,名古屋市教育委員会,19910300,名古屋市
三王山遺跡,,名古屋市見晴台考古資料館,19910300,名古屋市
正木町遺跡発掘調査概要報告書,第4次,名古屋市見晴台考古資料館,19910330,名古屋市
東古渡町遺跡,第3次,名古屋市見晴台考古資料館,19910330,名古屋市
竪三蔵通遺跡　,第10次調査の概要,名古屋市見晴台考古資料館,19910331,名古屋市
菩薩遺跡,,名古屋市見晴台考古資料館,19910331,名古屋市
山王山遺跡発掘調査の概要,,名古屋市見晴台考古資料館,19910331,名古屋市
竪三蔵通遺跡,第11次調査の概要,名古屋市教育委員会,19910831,名古屋市
高蔵遺跡五本松町11第4・5・6・7次発掘調査報告書,,荒木集成館,19911200,名古屋市
H-1号窯発掘調査報告書,,名古屋市見晴台考古資料館,19920000,名古屋市
那古野山古墳,,名古屋市見晴台考古資料館,19920200,名古屋市
富士見町遺跡,,名古屋市見晴台考古資料館,19920300,名古屋市
貴生町遺跡発掘調査概要報告書,第6〜8次,名古屋市見晴台考古資料館,19920300,名古屋市
NN302号窯・NN304号窯発掘調査報告書,,名古屋市見晴台考古資料館,19920300,名古屋市
名古屋城本町御門跡,,名古屋市教育委員会,19920300,名古屋市
NA320号窯群調査報告書,,"名古屋市教育委員会, 名古屋市見晴台考古資料館",19920300,名古屋市
東古渡町遺跡,第4次,名古屋市見晴台考古資料館,19920300,名古屋市
西大高遺跡調査報告書,,名古屋市見晴台考古資料館,19920300,名古屋市
見晴台遺跡発掘調査の記録,第30次,名古屋市見晴台考古資料館,19920330,名古屋市
尾張元興寺跡　,,名古屋市見晴台考古資料館,19920331,名古屋市
見晴台遺跡発掘調査報告書,近代編,名古屋市見晴台考古資料館,19920331,名古屋市
見晴台遺跡第6・7・8次発掘調査概報,昭和43・44年,吉田 富夫,19920700,名古屋市
古渡城跡,,南山大学古渡城発掘調査会,19920900,名古屋市
菩薩遺跡,,名古屋市見晴台考古資料館,19930300,名古屋市
NN288号窯・NN289号窯,,名古屋市見晴台考古資料館,19930300,名古屋市
荒池北古窯(NN335号窯),,名古屋市見晴台考古資料館,19930300,名古屋市
高蔵遺跡(花町地区)発掘調査報告書,,高蔵遺跡花町地区調査会,19930300,名古屋市
見晴台遺跡発掘調査の記録,第29次,名古屋市見晴台考古資料館,19930330,名古屋市
竪三蔵通遺跡　,第12次調査の概要,名古屋市見晴台考古資料館,19930331,名古屋市
見晴台遺跡発掘調査報告書,遺構編,名古屋市見晴台考古資料館,19930331,名古屋市
見晴台遺跡発掘調査の記録,第31次,名古屋市見晴台考古資料館,19930731,名古屋市
名古屋城三の丸遺跡,遺構編,名古屋市見晴台考古資料館,19940300,名古屋市
名古屋城三の丸遺跡,遺物編,名古屋市見晴台考古資料館,19940300,名古屋市
高蔵遺跡,第5次,名古屋市見晴台考古資料館,19940300,名古屋市
志賀公園遺跡発掘調査の概要,,名古屋市見晴台考古資料館,19940300,名古屋市
高蔵遺跡,第6次,名古屋市見晴台考古資料館,19950200,名古屋市
古沢町遺跡,,名古屋市見晴台考古資料館,19950300,名古屋市
志賀公園遺跡,,名古屋市見晴台考古資料館,19950300,名古屋市
石神遺跡・玉ノ井遺跡・高蔵遺跡(第7次)発掘調査報告書,,竹内 宇哲,19950300,名古屋市
味鋺B遺跡調査報告書,,味鋺B遺跡調査会,19950300,名古屋市
名古屋城三の丸遺跡,第6・7次,名古屋市見晴台考古資料館,19950330,名古屋市
春日野町遺跡　,,名古屋市見晴台考古資料館,19950331,名古屋市
扇田町遺跡　,,名古屋市見晴台考古資料館,19950331,名古屋市
高蔵遺跡,第10次,名古屋市見晴台考古資料館,19960300,名古屋市
鳴海城跡発掘調査概要報告書,第2次,名古屋市教育委員会,19960300,名古屋市
見晴台遺跡発掘調査概要報告書,第35次,名古屋市見晴台考古資料館,19960300,名古屋市
平田城跡発掘調査報告書,第1次,名古屋市見晴台考古資料館,19960328,名古屋市
幅下小学校遺跡　,,名古屋市見晴台考古資料館,19960329,名古屋市
正木町遺跡発掘調査概要報告書,第6次,見晴台考古資料館,19960329,名古屋市
片山神社遺跡第2次発掘調査報告書,,名古屋市見晴台考古資料館,19960329,名古屋市
正木町遺跡第5次調査の概要,,名古屋市見晴台考古資料館,19960329,名古屋市
見晴台遺跡発掘調査の記録,第32次・第33次,名古屋市見晴台考古資料館,19960329,名古屋市
雷貝塚発掘調査報告書,第2次,名古屋市見晴台考古資料館,19960331,名古屋市
高蔵遺跡,第11次,名古屋市見晴台考古資料館,19960331,名古屋市
西志賀遺跡　,,名古屋市見晴台考古資料館,19960331,名古屋市
曽池遺跡発掘調査概要報告書,,名古屋市見晴台考古資料館,19961227,名古屋市
名古屋城三の丸遺跡,第8・9次,名古屋市見晴台考古資料館,19970300,名古屋市
清水寺遺跡発掘調査概要報告書,第5次,名古屋市見晴台考古資料館,19970328,名古屋市
H-22号窯発掘調査概要報告書,,名古屋市教育委員会,19970328,名古屋市
竪三蔵通遺跡　,第13次調査の概要,名古屋市見晴台考古資料館,19970331,名古屋市
伊勢山中学校遺跡 ,第6次発掘調査の概要,名古屋市見晴台考古資料館,19970331,名古屋市
曽池遺跡発掘調査概要報告書,第2次,名古屋市見晴台考古資料館,19980325,名古屋市
高蔵遺跡発掘調査報告書,第18次,名古屋市見晴台考古資料館,19980330,名古屋市
高蔵遺跡発掘調査報告書,第20次,名古屋市見晴台考古資料館,19980330,名古屋市
高蔵遺跡発掘調査報告書,第17次,名古屋市見晴台考古資料館,19980331,名古屋市
高蔵遺跡発掘調査報告書,第19次,名古屋市見晴台考古資料館,19980331,名古屋市
伊勢山中学校遺跡 ,第7次発掘調査の概要,名古屋市見晴台考古資料館,19980331,名古屋市
寺山2号墳発掘調査報告書,,名古屋市見晴台考古資料館,19980331,名古屋市
銭瓶谷古窯群発掘調査の概要,,名古屋市見晴台考古資料館,19980331,名古屋市
大高南地区遺跡発掘調査報告書,,名古屋市見晴台考古資料館,19980331,名古屋市
徳重北部古窯跡発掘調査概要報告書,,名古屋市見晴台考古資料館,19980331,名古屋市
津賀田古墳,,名古屋市見晴台考古資料館,19990210,名古屋市
東邦ガス工事に伴う埋蔵文化財調査報告書,,名古屋市教育委員会,19990301,名古屋市
旧紫川遺跡　,第7次,名古屋市見晴台考古資料館,19990319,名古屋市
正木町遺跡第10次発掘調査報告書,,名古屋市見晴台考古資料館,19990325,名古屋市
朝日遺跡第3・4次発掘調査報告書,,名古屋市見晴台考古資料館,19990326,名古屋市
竪三蔵通遺跡　,第14次調査の概要,名古屋市見晴台考古資料館,19990330,名古屋市
竪三蔵通遺跡第17次発掘調査報告書,,,,名古屋市
名古屋城三の丸遺跡,第10次,名古屋市見晴台考古資料館,19990330,名古屋市
平田城跡発掘調査報告書,第2次,名古屋市見晴台考古資料館,19990331,名古屋市
東二葉町遺跡第2次発掘調査報告書,,名古屋市見晴台考古資料館,19990331,名古屋市
千音寺遺跡発掘調査概要報告書,,名古屋市見晴台考古資料館,19990331,名古屋市
見晴台遺跡発掘調査の記録,第34・36・37・38次,名古屋市見晴台考古資料館,19990331,名古屋市
千音寺遺跡(北宮田団地)発掘報告書,,パスコ,20000000,名古屋市
下水道工事に伴う埋蔵文化財発掘調査報告書(朝日遺跡5次・6次 名古屋城三の丸遺跡11次),,名古屋市見晴台考古資料館,20000328,名古屋市
尾張元興寺跡,,名古屋市見晴台考古資料館,20000331,名古屋市
尾張元興寺跡第8次発掘調査報告書,,名古屋市見晴台考古資料館,20000331,名古屋市
名古屋城三の丸遺跡,,パスコ,20010000,名古屋市
貞養院遺跡,,朝日航洋,20010300,名古屋市
千音寺遺跡,,国際航業,20010731,名古屋市
高蔵遺跡,,静岡人類史研究所,20011031,名古屋市
朝日遺跡第11次発掘調査報告書,,パスコ,20020300,名古屋市
天白元屋敷遺跡第4次発掘調査概要報告書,,名古屋市見晴台考古資料館,20020300,名古屋市
富士見町遺跡第5次 白川公園遺跡第4次,,名古屋市見晴台考古資料館,20020329,名古屋市
戸田B遺跡発掘調査報告書,,パスコ,20020331,名古屋市
名古屋城三の丸遺跡,,パスコ,20020331,名古屋市
朝日遺跡第12次発掘調査報告書,,パスコ,20021200,名古屋市
天白元屋敷遺跡第4・5次発掘調査報告書,,名古屋市見晴台考古資料館,20030300,名古屋市
古沢町遺跡,第3次,名古屋市見晴台考古資料館,20030331,名古屋市
見晴台遺跡発掘調査の記録,第39・40・41次,名古屋市見晴台考古資料館,20030331,名古屋市
朝日遺跡発掘調査報告書,,"パスコ, 名古屋市",20031100,名古屋市
名古屋城跡巾下門跡発掘調査報告書,,"パスコ, 名古屋市",20040100,名古屋市
朝日遺跡第13次発掘調査の概要,,名古屋市見晴台考古資料館,20040300,名古屋市
千音寺遺跡発掘調査報告書,,イビソク,20040300,名古屋市
金山北遺跡第1次発掘調査報告書,,朝日航洋,20040300,名古屋市
高蔵遺跡,第45次,名古屋市見晴台考古資料館,20040331,名古屋市
金山北遺跡,,"国際航業, 名古屋都市整備公社",20040600,名古屋市
千音寺遺跡発掘調査報告書,,二友組,20040800,名古屋市
戸田遺跡発掘調査報告書,第2次,パスコ,20041100,名古屋市
戸田遺跡発掘調査報告書,第3次,パスコ,20041100,名古屋市
尾張元興寺跡第11次発掘調査概要報告書,,名古屋市見晴台考古資料館,20050300,名古屋市
朝日遺跡発掘調査報告書,,二友組,20050300,名古屋市
戸田遺跡発掘調査報告書,第4次,パスコ,20050300,名古屋市
朝日遺跡第14・15次発掘調査の概要,,名古屋市見晴台考古資料館,20050331,名古屋市
千音寺遺跡第5次発掘調査報告書,,名古屋市見晴台考古資料館,20050331,名古屋市
見晴台遺跡発掘調査の記録,第42・43次,名古屋市見晴台考古資料館,20050331,名古屋市
竪三蔵通遺跡発掘調査報告書,,イビソク,20050700,名古屋市
東二葉町遺跡第3次発掘調査報告書,,名古屋市見晴台考古資料館,20050800,名古屋市
名鉄不動産マンション建築工事にかかる埋蔵文化財発掘調査,,パスコ,20051100,名古屋市
志段味大塚古墳・大久手古墳群,,名古屋市見晴台考古資料館,20060100,名古屋市
正木町遺跡発掘調査報告書,,イビソク,20060100,名古屋市
中丸町遺跡発掘調査報告書,,パスコ,20060200,名古屋市
高蔵遺跡発掘調査報告書,第44次,名古屋市見晴台考古資料館,20060300,名古屋市
高蔵遺跡,第44次,名古屋市見晴台考古資料館,20060300,名古屋市
長塚古墳発掘調査報告書,,名古屋市見晴台考古資料館,20060300,名古屋市
特別史跡名古屋城跡本丸搦手馬出石垣修復工事発掘調査報告書 ,,パスコ,20060300,名古屋市
富士見町遺跡発掘調査報告書,平成17年度,パスコ,20060300,名古屋市
富士見町遺跡第6次発掘調査報告書,,名古屋市見晴台考古資料館,20060331,名古屋市
竪三蔵通遺跡,,朝日航洋,20060331,名古屋市
株式会社山忠マンション建築工事にかかる埋蔵文化財発掘調査,,パスコ,20060500,名古屋市
尾張元興寺跡発掘調査報告書,平成17年度,パスコ,20060500,名古屋市
平手町遺跡,,パスコ,20060531,名古屋市
熱田B遺跡発掘調査報告書,,名古屋市見晴台考古資料館,20060900,名古屋市
鳴海城跡発掘調査報告書,平成18年度,パスコ,20060900,名古屋市
高蔵遺跡発掘調査報告書,第54次,名古屋市見晴台考古資料館,20070300,名古屋市
瑞穂遺跡第9次発掘調査報告書,,名古屋市見晴台考古資料館,20070300,名古屋市
H-115号窯発掘調査報告書,,名古屋市見晴台考古資料館,20070300,名古屋市
国史跡白鳥塚古墳,,名古屋市見晴台考古資料館,20070300,名古屋市
平手町遺跡第3次発掘調査報告書 ,,島田組,20070300,名古屋市
伊勢山中学校遺跡発掘調査報告書,,,,名古屋市
伊勢山中学校遺跡,,山城土木,20070300,名古屋市
大久手池周辺古墳群,,名古屋市見晴台考古資料館,20070330,名古屋市
竪三蔵通遺跡発掘調査報告書,,パスコ,20070800,名古屋市
正木町遺跡第20次発掘調査報告書,,名古屋市見晴台考古資料館,20070928,名古屋市
尾張元興寺跡第12次発掘調査報告書,,名古屋市見晴台考古資料館,20080131,名古屋市
平手町遺跡第4次発掘調査報告書,,国際航業文化事業部,20080300,名古屋市
平手町遺跡第5次発掘調査報告書,,山城土木,20080300,名古屋市
旗屋遺跡,,山城土木,20080300,名古屋市
下寺林古墳(寺林2号墳),,名古屋市見晴台考古資料館,20080331,名古屋市
竪三蔵通遺跡発掘調査報告書,,パスコ,20080700,名古屋市
志段味古墳群,,名古屋市見晴台考古資料館,20090300,名古屋市
堀越町遺跡,,"ナカシャクリエイテブ, 名古屋市",20090300,名古屋市
熱田神宮内遺跡,1,イビソク,20090300,名古屋市
尾張元興寺跡第13次発掘調査報告書,,名古屋市見晴台考古資料館,20090331,名古屋市
高蔵遺跡発掘調査報告書,第56次,名古屋市見晴台考古資料館,20090331,名古屋市
NN319号窯群発掘調査報告書,,パスコ,20090500,名古屋市
平手町遺跡第6次発掘調査報告書,,"安西工業, 名古屋市",20090700,名古屋市
熱田神宮内遺跡,2,イビソク,20091200,名古屋市
尾張戸神社古墳・中社古墳,,名古屋市見晴台考古資料館,20100226,名古屋市
堀越町遺跡埋蔵文化財調査報告書,,イビソク,20100300,名古屋市
尾張元興寺跡第14次発掘調査報告書,,名古屋市見晴台考古資料館,20100331,名古屋市
山の田古墳発掘調査報告書,,名古屋市見晴台考古資料館,20100331,名古屋市
玉ノ井遺跡第7次発掘調査報告書,,名古屋市見晴台考古資料館,20110325,名古屋市
堀越町遺跡,,ナカシャクリエイテブ,20110329,名古屋市
朝日遺跡発掘調査報告書,,イビソク,20110331,名古屋市
朝日遺跡第20次発掘調査報告書,,二友組,20120300,名古屋市
特別史跡名古屋城跡本丸御殿跡発掘調査報告書,第1・2・3・4次調査,,200903,名古屋市
特別史跡名古屋城跡本丸御殿跡発掘調査報告書,第5・6・7・8次調査,"イビソク, 名古屋市",20120300,名古屋市
朝日遺跡,,島田組,20120331,名古屋市
竪三蔵通遺跡,,ナカシャクリエイテブ,20130813,名古屋市
東二葉町遺跡第5次発掘調査報告書,,パスコ,20140200,名古屋市
天白元屋敷遺跡第6次発掘調査報告書,,名古屋市見晴台考古資料館,20140228,名古屋市
天白元屋敷遺跡,,,,名古屋市
若葉通遺跡第3次発掘調査報告書,,名古屋市見晴台考古資料館,20140320,名古屋市
名古屋市H-G108号窯,,島田組,20140320,名古屋市
瑞穂遺跡,,ナカシャクリエイテブ,20120731,名古屋市
瑞穂遺跡第10次発掘調査報告書,,名古屋市見晴台考古資料館,20140326,名古屋市
朝日遺跡第21次発掘調査報告書,,ナカシャクリエイテブ,20140328,名古屋市
見晴台遺跡発掘調査の記録,第44・45・46・47・48次,名古屋市見晴台考古資料館,20140331,名古屋市
名古屋城三の丸遺跡第12次発掘調査,,名古屋市教育委員会文化財保護室,20150000,名古屋市
天白元屋敷遺跡 ,,二友組,20120831,名古屋市
天白元屋敷遺跡 ,,二友組,20150100,名古屋市
名古屋城三の丸遺跡,,名古屋市,20150300,名古屋市
尾張元興寺跡第15次発掘調査報告書,,ナカシャクリエイテブ,20150730,名古屋市
尾張元興寺跡第16次発掘調査報告書,,,,名古屋市
尾張元興寺跡第17次発掘調査報告書,,,,名古屋市
富士見町遺跡第8次発掘調査報告書,,ナカシャクリエイテブ,20160130,名古屋市
富士見町遺跡第9次発掘調査報告書,,,,名古屋市
富士見町遺跡第10次発掘調査報告書,,,,名古屋市
H-G-18号窯発掘調査報告書,,名古屋市教育委員会,20160331,名古屋市
特別史跡名古屋城跡発掘調査報告書,,名古屋市教育委員会,20160331,名古屋市
朝日遺跡第23次発掘調査報告書,,国際文化財中部支店,20160630,名古屋市
若葉通遺跡第4次発掘調査報告書,,ナカシャクリエイテブ,20160831,名古屋市
玉ノ井遺跡第13次発掘調査報告書,,ナカシャクリエイテブ,20161130,名古屋市
名古屋城三の丸遺跡 ,第12次,名古屋市教育委員会,20170310,名古屋市
名古屋城三の丸遺跡 ,第13次,,,名古屋市
名勝名古屋城二之丸庭園発掘調査報告書,,イビソク,20170324,名古屋市
長久寺遺跡発掘調査報告書,,二友組,20170331,名古屋市
伊勢山中学校遺跡第12次発掘調査報告書,,,2019,名古屋市
尾張元興寺跡第18次発掘調査報告書,,名古屋市教育委員会,20190329,名古屋市
見晴台遺跡発掘調査報告書,第49・50・51次,名古屋市教育委員会文化財保護室,20210331,名古屋市
長久寺遺跡第2次発掘報告書,,島田組,20220430,名古屋市
千音寺遺跡第8次発掘調査報告書,,,,名古屋市
千音寺遺跡第9次発掘調査報告書,,四門名古屋支店,20230317,名古屋市
千音寺遺跡第10次・第11次発掘調査報告書,,イビソク,20230531,名古屋市
富士見町遺跡第11次発掘調査報告書,,安西工業名古屋支店,20230731,名古屋市
牛牧遺跡,,守山市教育委員会,19610330,"名古屋市
守山市"
守山の古墳,,守山市教育委員会,19630000,名古屋市
扇田町遺跡調査報告書,,扇田町遺跡調査団,19830800,名古屋市
富士見町遺跡 ,,富士見町遺跡発掘調査会,19830000,名古屋市
富士見町遺跡発掘調査概要報告書,,富士見町遺跡調査会,19850200,名古屋市
高蔵(夜寒町102番地)遺跡調査報告書,,夜寒町遺跡調査会,19880100,名古屋市
若葉通遺跡,,島田組,20191031,名古屋市
岡島遺跡,,西尾市教育委員会,19940330,西尾市
古新田遺跡,,西尾市教育委員会,19950100,西尾市
貝ス遺跡・新御堂遺跡,,西尾市教育委員会,19950330,西尾市
住崎遺跡,,西尾市教育委員会,19960330,西尾市
若宮西遺跡,,西尾市教育委員会,19970328,西尾市
毘沙門遺跡・岡島遺跡,,西尾市教育委員会,19980331,西尾市
松崎八反田遺跡・熊子山遺跡,,西尾市教育委員会,19990330,西尾市
羽角山古墳群,,西尾市教育委員会,19990330,西尾市
八王子貝塚,1 縄文時代中期・後期前葉編,西尾市教育委員会,20000300,西尾市
八王子貝塚,2 縄文時代後期中葉前半編,西尾市教育委員会,20010300,西尾市
八王子貝塚,3 縄文時代後期中葉後半編,西尾市教育委員会,20020330,西尾市
八王子貝塚,4,西尾市教育委員会,20030300,西尾市
宝冠塚古墳・出口貝塚,,西尾市教育委員会,20040330,西尾市
枯木宮貝塚,1,西尾市教育委員会,20050330,西尾市
八王子貝塚,5,西尾市教育委員会,20050330,西尾市
枯木宮貝塚,2,西尾市教育委員会,20060300,西尾市
枯木宮貝塚,3,西尾市教育委員会,20070330,西尾市
西尾城,1,西尾市教育委員会,20080330,西尾市
縄文時代採集資料,,西尾市教育委員会文化振興課,20090300,西尾市
西尾城,2,西尾市教育委員会,20100331,西尾市
旧法応寺墓所,,西尾市教育委員会,20130331,西尾市
西尾市遺跡詳細分布調査報告書,,西尾市教育委員会,20180300,西尾市
長圓寺境内地,,西尾市教育委員会,20160331,西尾市
善光寺沢南古墳,,西尾市教育委員会,2018,西尾市
西尾市石塔悉皆調査報告書,,西尾市教育委員会,2020,西尾市
鈴木家文書,,西尾市教育委員会,,西尾市
枯木宮貝塚,1,西尾市教育委員会,,西尾市
社寺文化財（工芸・金石文１）報告書　瓦・石造品,,西尾市教育委員会,,西尾市
社寺文化財（建造物4）報告書　神社（三和・室場・福地・平坂・寺津地区）,,西尾市教育委員会,,西尾市
八ツ面山北部遺跡,1,西尾市教育委員会,19910330,西尾市
八ツ面山北部遺跡,2,西尾市教育委員会,19920330,西尾市
八ツ面山北部遺跡,3,西尾市教育委員会,19930300,西尾市
熊子第2号遺跡,,西尾市教育委員会,19770300,西尾市
金屑古墳調査報告,,西尾市教育委員会,19790300,西尾市
西山古墳発掘調査報告書,,西尾市教育委員会,19860831,西尾市
蔵屋敷・志貴野遺跡,,西尾市教育委員会,19881000,西尾市
愛知県西尾市新御堂貝塚出土の中世焼骨および弥生時代人骨について,,江原 昭善,19881001,西尾市
志貴野遺跡,,西尾市教育委員会,19900300,西尾市
八王子貝塚出土の陸上哺乳類遺存体,,西尾市教育委員会,19900300,西尾市
室遺跡,,西尾市教育委員会,19930300,西尾市
毘沙門遺跡,,西尾市教育委員会,19940300,西尾市
根ノ上古墳・講伏古墳発掘調査報告書,,幡豆町教育委員会,19860331,西尾市
江尻遺跡,,幡豆町教育委員会,20070330,西尾市
岩崎城跡,,瀬戸市文化振興財団,20110319,日進市
折戸(O)-G-5号窯跡発掘調査報告書,,瀬戸市文化振興財団,20120305,日進市
NN-G-48号窯跡発掘調査報告書,,"日進市教育委員会, 瀬戸市文化振興財団",20130322,日進市
折戸(O)-110号窯跡発掘調査報告書,,瀬戸市文化振興財団,20140319,日進市
NN-G-47号窯跡発掘調査報告書,,"日進市教育委員会, 瀬戸市文化振興財団",20150318,日進市
折戸(O)-110号窯跡発掘調査報告書,2,"日進市教育委員会, 瀬戸市文化振興財団",,日進市
折戸(O)-G-15号窯跡発掘調査報告書,,"日進市教育委員会, 瀬戸市文化振興財団",20240329,日進市
国道153号線バイパス関係折戸第3号窯発掘調査報告書,,日進町教育委員会,1972,日進市
岩崎城の戦,,,,日進市
竹の山1号窯発掘調査報告書,,日進町教育委員会,19770000,日進市
折戸80号窯発掘調査報告書,,日進町教育委員会,19780300,日進市
海老池第1号窯,,海老池1号窯発掘調査団,19800300,日進市
白山第1号墳調査報告,,日進町教育委員会,19810401,日進市
愛知県日進町株山地区埋蔵文化財発掘調査報告書,,日進町教育委員会,19840331,日進市
岩崎城跡,,日進町教育委員会,19870300,日進市
岩崎城跡発掘調査報告書,,岩崎城跡発掘調査団,19870331,日進市
折戸(O)-G-38号窯発掘調査報告,,日進町教育委員会 ,19900200,日進市
愛知県日進町岩崎(I)-G-26号窯発掘調査報告,,日進町教育委員会,19940300,日進市
岩崎(1)-15号窯発掘調査報告書,,岩崎15号窯埋蔵文化財発掘調査団,19960320,日進市
折戸-84・40・41・50号窯発掘調査報告書,,米野木駅前埋蔵文化財発掘調査団 ,20030300,日進市
折戸(O)-6号窯発掘調査報告書,,日進市教育委員会,20031031,日進市
折戸-(O)-109号窯遺構確認調査報告書,,日進市教育委員会,20040300,日進市
折戸-24号窯発掘調査報告書,,二友組,20050331,日進市
牧平遺跡・下堺津遺跡範囲確認調査報告書,,額田町教育委員会,19910930,"岡崎市
額田町"
牧平遺跡,,額田町教育委員会,19940300,"岡崎市
額田町"
牧平遺跡,,額田町教育委員会,19950300,"岡崎市
額田町"
西の宮貝塚範囲確認調査報告,,半田市教育委員会,19840331,半田市
深谷古窯址群古窯跡第6号窯・第7号窯発掘調査報告,,半田市立博物館,19850331,半田市
三ツ池古窯址群,,半田市教育委員会,19880415,半田市
深谷古窯跡群,1989,半田市教育委員会,19890000,半田市
大池古窯址群・池田古窯址群,,半田市教育委員会,20010323,半田市
天白遺跡発掘調査報告書,,東浦町教育委員会,20020331,東浦町
鰻池古窯群発掘調査報告書,,東浦町教育委員会,20060331,東浦町
取手貝塚・村木砦跡試掘確認調査報告書,,東浦町教育委員会,20140331,東浦町
天白遺跡発掘調査報告書,2,東浦町教育委員会,20200331,東浦町
上鰻池古窯群発掘調査報告書,,東浦町教育委員会,20220331,東浦町
入海貝塚,,中山 英司,19551208,東浦町
入海貝塚（復刻版）,,東浦町教育委員会,20070331,東浦町
宮西貝塚,,東浦町教育委員会,19650600,東浦町
石浜古窯跡群,1,東浦町教育委員会,19800331,東浦町
石浜古窯跡群,2,東浦町教育委員会,19810331,東浦町
